barrio,precio,area,habitaciones,baños,parqueaderos,telefono,url,tipo,latitud,longitud,barrio_1
poblado,3450000,160.0,3,3,1,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-1820579,Apartamento,6.216533660888672,-75.56967163085938,castropol
belen,5000000,310.0,4,4,2,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-mota-4-habitaciones-4-banos-2-garajes/12116-M5795630,Casa,6.210672855377197,-75.59797668457031,la mota
el poblado,9400000,180.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5730199,Apartamento,6.201192855834961,-75.56655883789062,alejandria
alto de las palmas,13500000,2700.0,3,3,0,3052876430,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alto-de-las-palmas-3-habitaciones-3-banos/20765-M6000090,Casa,6.2476376,-75.5658153,alto de las palmas
el poblado,5200000,105.0,1,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-1-habitaciones-2-banos-2-garajes/687-M5962360,Apartamento,6.207199573516846,-75.55168914794922,altos del poblado
el poblado,6700000,156.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5522895,Apartamento,6.186973571777344,-75.56109619140625,los balsos no 1
el poblado,3950000,65.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-2-banos-1-garajes/687-M5980333,Apartamento,6.220851898193359,-75.57341003417969,simesa
el poblado,9000000,179.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4698150,Apartamento,6.1891984939575195,-75.56619262695312,los balsos no 1
bolivariana,3700000,120.0,4,3,0,3013171111,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-bolivariana-4-habitaciones-3-banos/20035-M5967040,Casa,6.248199462890625,-75.58878326416016,bolivariana
el poblado,3150000,87.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-2-banos-2-garajes/687-M2829671,Apartamento,6.217988967895508,-75.56377410888672,asomadera no 2
el poblado,7500000,149.0,3,3,1,3104061112,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-3-banos-1-garajes/20811-M6012941,Apartamento,6.1822835399,-75.5739426613,el poblado
el poblado,3100000,80.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-1-garajes/687-M4781750,Apartamento,6.20739221572876,-75.57610321044922,patio bonito
el poblado,14500000,227.0,4,4,4,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-4-banos-4-garajes/687-M5565217,Casa,6.186926364898682,-75.56047058105469,los balsos no 1
el poblado,3600000,60.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M5583207,Apartamento,6.1985764503479,-75.57109069824219,alejandria
el poblado,5200000,98.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-3-banos-2-garajes/687-M4613631,Apartamento,6.195694923400879,-75.55621337890625,los naranjos
el poblado,5600000,102.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/687-M5406890,Apartamento,6.217127799987793,-75.5671615600586,castropol
santa monica,2600000,110.0,3,2,0,3003846679,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-3-habitaciones-2-banos/17143-M5851902,Apartamento,6.24834,-75.59328,lorena
poblado,9000000,111.0,2,3,2,3052876430,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-3-banos-2-garajes/20765-M6051330,Apartamento,6.2121407,-75.5687851,poblado
el poblado castropol,5200000,94.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M6076783,Apartamento,6.216140270233154,-75.56697082519531,castropol
el poblado,6200000,115.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M6021966,Apartamento,6.204034328460693,-75.55548858642578,el tesoro
el poblado,6650000,95.0,1,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-1-habitaciones-2-banos-2-garajes/687-M6084350,Apartamento,6.1894941329956055,-75.57890319824219,santa maria de los angeles
el poblado,8200000,325.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M3091149,Casa,6.204493999481201,-75.55184173583984,el tesoro
el poblado,7000000,120.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M5741776,Apartamento,6.197887420654297,-75.56558227539062,alejandria
lalinde,3600000,70.0,2,2,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lalinde-2-habitaciones-2-banos-1-garajes/4673-M5972674,Apartamento,6.211585,-75.565405,lalinde
simon bolivar medellin,10000000,386.0,3,3,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-simon-bolivar-3-habitaciones-3-banos-1-garajes/4673-M6074135,Casa,6.24504517,-75.60459355,simon bolivar
calasanz,15500000,550.0,5,4,1,3126461233,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-calasanz-5-habitaciones-4-banos-1-garajes/4660-M5805967,Casa,6.25983,-75.59828,calasanz
la castellana,5000000,120.0,3,3,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-castellana-3-habitaciones-3-banos-1-garajes/4673-M6082142,Casa,6.24247868,-75.60539633,la castellana
las palmas,4800000,90.0,3,2,1,6043229898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-palmas-3-habitaciones-2-banos-1-garajes/5606-M5711778,Apartamento,6.23866,-75.56479,las palmas
poblado,3800000,55.0,1,2,1,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-1-habitaciones-2-banos-1-garajes/16120-M5979150,Apartamento,6.19286,-75.56315,poblado
altos del poblado,9500000,108.0,3,3,2,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-3-banos-2-garajes/16120-M6064040,Apartamento,6.21704,-75.55602,altos del poblado
floresta,2900000,80.0,2,2,0,3103617777,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-floresta-2-habitaciones-2-banos/14059-M5853457,Casa,6.25624,-75.60381,la floresta
castropol,7200000,122.0,2,2,2,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-2-garajes/16120-M6066956,Apartamento,6.21391,-75.56594,castropol
el poblado,6200000,155.0,3,3,2,3205200968,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-3-banos-2-garajes/2398-M6047189,Apartamento,6.20132,-75.56706,el poblado
santa monica,3000000,85.0,3,2,0,3103617777,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-monica-3-habitaciones-2-banos/14059-M6087366,Apartamento,6.24918,-75.61419,santa monica
el poblado,4150000,89.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-2-garajes/687-M5841832,Apartamento,6.206847190856934,-75.57550048828125,patio bonito
el poblado,4700000,90.0,2,3,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-3-banos-1-garajes/687-M4784696,Apartamento,6.220047950744629,-75.57333374023438,simesa
el poblado,9700000,108.0,2,3,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-1-garajes/687-M5787218,Apartamento,6.216899871826172,-75.55632781982422,altos del poblado
el poblado,10250000,346.0,4,4,0,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-lomas-no.2-4-habitaciones-4-banos/687-M5795760,Casa,6.211996078491211,-75.55547332763672,las lomas no 2
poblado,6300000,98.0,3,2,0,3156901885,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-2-banos/21212-M6088127,Apartamento,6.1822842064705,-75.5651410747,san lucas
el poblado,7700000,125.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/687-M5841339,Apartamento,6.21470832824707,-75.55503845214844,altos del poblado
el poblado,6800000,343.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-naranjos-3-habitaciones-3-banos-2-garajes/687-M4701926,Casa,6.1951751708984375,-75.55643463134766,los naranjos
el poblado,8500000,261.0,4,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-4-habitaciones-3-banos-2-garajes/687-M5623953,Apartamento,6.179996967315674,-75.56529998779297,san lucas
el poblado,6900000,168.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M5233761,Apartamento,6.17704963684082,-75.56421661376953,san lucas
el poblado,2700000,70.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5977522,Apartamento,6.2256622314453125,-75.56784057617188,castropol
el poblado,4700000,150.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5794791,Apartamento,6.198287487030029,-75.55645751953125,el tesoro
el poblado,12300000,340.0,3,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M3616351,Apartamento,6.191457748413086,-75.56658172607422,los balsos no 1
laureles,3500000,115.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M5689765,Apartamento,6.24623441696167,-75.59576416015625,laureles
el poblado,3650000,84.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no2-3-habitaciones-2-banos-1-garajes/687-M6022136,Apartamento,6.185952663421631,-75.57568359375,el diamante no2
el poblado,3300000,66.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-2-banos-1-garajes/687-M4745517,Apartamento,6.208159446716309,-75.55874633789062,el tesoro
florida nueva,1800000,70.0,2,2,0,3003846679,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-florida-nueva-2-habitaciones-2-banos/17143-M6081184,Apartamento,6.25269,-75.58965,florida nueva
el poblado,6650000,135.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5249094,Apartamento,6.199517726898193,-75.56962585449219,alejandria
el poblado,6200000,180.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5677588,Apartamento,6.200662136077881,-75.55960083007812,el tesoro
el poblado,11600000,240.0,4,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-4-habitaciones-4-banos-3-garajes/687-M5470849,Apartamento,6.203347682952881,-75.55573272705078,el tesoro
el poblado,11800000,300.0,3,5,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-5-banos-2-garajes/687-M5968191,Apartamento,6.205322742462158,-75.55521392822266,el tesoro
el poblado,7700000,143.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5847822,Apartamento,6.203840255737305,-75.5555419921875,el tesoro
el poblado,12800000,130.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M4916607,Apartamento,6.184934616088867,-75.56820678710938,san lucas
el poblado,7700000,120.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-2-banos-1-garajes/687-M4837392,Apartamento,6.209096908569336,-75.56767272949219,el poblado
el poblado,3100000,100.0,2,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-1-banos-1-garajes/687-M5026954,Apartamento,0.0,0.0,el poblado
el poblado,5650000,90.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M3005140,Apartamento,6.200799942016602,-75.56988525390625,alejandria
el poblado,2900000,34.0,1,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-1-banos-1-garajes/687-M6084986,Apartamento,6.194485664367676,-75.57718658447266,la aguacatala
el poblado,4850000,93.0,1,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-2-banos-2-garajes/687-M5734233,Apartamento,6.1868486404418945,-75.56169891357422,los balsos no 1
belen granada,2000000,58.0,2,1,0,3506684209,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-granada-2-habitaciones-1-banos/20384-M6027227,Apartamento,6.23066,-75.59269,belen granada
el poblado,3750000,89.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M6013351,Apartamento,6.203914642333984,-75.55551147460938,el tesoro
el poblado,3700000,220.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M2071796,Apartamento,6.202886581420898,-75.55498504638672,el tesoro
el poblado,4950000,100.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-1-garajes/687-M5976373,Apartamento,6.207150459289551,-75.5519027709961,altos del poblado
el poblado,6750000,286.0,4,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-diamante-no.2-4-habitaciones-4-banos-2-garajes/687-M5471225,Casa,6.1827569007873535,-75.57183837890625,el diamante no 2
guayabal,3400000,70.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/12116-M4964241,Apartamento,6.222130298614502,-75.58153533935547,santa fe
santa elena,17600000,3270.0,5,4,4,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-na-5-habitaciones-4-banos-4-garajes/4673-M5419904,Casa,6.209442,-75.498203,na
almerias,5500000,220.0,5,2,0,3174019439,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-santa-teresita-5-habitaciones-2-banos/2511-M5614765,Casa,6.24301002,-75.60760696,santa teresita
prado,16000000,465.0,5,5,0,6014446891,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-miguel-5-habitaciones-5-banos/10710-M4876262,Casa,6.25593,-75.55973,san miguel
la america,4100000,155.0,3,2,1,3216199641,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simon-bolivar-3-habitaciones-2-banos-1-garajes/3267-M5805255,Apartamento,6.24566,-75.60673,simon bolivar
el poblado,5500000,121.0,3,4,2,3103617777,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-colombia-3-habitaciones-4-banos-2-garajes/14059-M5802584,Apartamento,6.22838,-75.57268,colombia
loma del campestre,7800000,158.0,3,5,2,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-campestre-3-habitaciones-5-banos-2-garajes/16120-M6063639,Apartamento,6.25045,-75.53604,loma del campestre
santa fe,2500000,110.0,4,2,0,6042044718,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-4-habitaciones-2-banos/18597-M6081278,Apartamento,6.22473,-75.5813,santa fe
la frontera,4500000,120.0,4,3,1,6044443343,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-frontera-4-habitaciones-3-banos-1-garajes/98-M6072427,Apartamento,6.1826781,-75.5755201,la frontera
loma de los parra,7500000,200.0,2,4,2,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-parra-2-habitaciones-4-banos-2-garajes/16120-M6064033,Apartamento,6.20335,-75.57028,loma de los parra
el poblado,2650000,45.0,1,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no1-1-habitaciones-1-banos-1-garajes/687-M5984164,Apartamento,6.2276105880737305,-75.56478881835938,asomadera no1
el poblado,7700000,225.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no1-3-habitaciones-4-banos-2-garajes/687-M5847779,Apartamento,6.210580825805664,-75.5604248046875,las lomas no1
el poblado,8200000,195.0,4,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-4-habitaciones-3-banos-2-garajes/687-M5787207,Apartamento,6.2059173583984375,-75.56620788574219,la florida
el poblado,4100000,72.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M4879664,Apartamento,6.1990885734558105,-75.5723648071289,alejandria
la milla de oro,3800000,45.0,1,1,1,3243004220,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-milla-de-oro-1-habitaciones-1-banos-1-garajes/20772-M6034693,Apartamento,6.2058202,-75.5687921,la milla de oro
el poblado,16100000,340.0,3,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-3-garajes/687-M3838100,Apartamento,6.184789657592773,-75.57146453857422,el diamante no 2
laureles,4100000,126.0,3,3,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-1-garajes/12116-M5020784,Apartamento,6.242885112762451,-75.5961685180664,laureles
