barrio,precio,area,habitaciones,baños,parqueaderos,telefono,url,tipo,latitud,longitud,barrio_1
rodeo alto,2400000,70.0,3,2,1,3207686365,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rodeo-alto-3-habitaciones-2-banos-1-garajes/16549-M6080838,Apartamento,6.20316,-75.59927,rodeo alto
florida nueva,6500000,200.0,5,3,0,3013404730,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-florida-nueva-5-habitaciones-3-banos/14785-M5985764,Casa,6.25291,-75.59232,florida nueva
el campestre,9880000,250.0,3,5,4,3229412639,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-5-banos-4-garajes/12647-M5687777,Apartamento,6.1831044272,-75.5738229331,el diamante no 2
la concha,6500000,120.0,3,2,1,3165279441,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-1-garajes/11086-M6031697,Apartamento,6.208800315856934,-75.55779266357422,el tesoro
poblado castropol,5800000,105.0,2,2,1,3160105364,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-castropol-2-habitaciones-2-banos-1-garajes/18597-M6041470,Apartamento,6.21912,-75.56698,poblado castropol
el poblado,4500000,104.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-1-garajes/687-M4829930,Apartamento,6.202215671539307,-75.56544494628906,la florida
el poblado,2250000,52.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/687-M5764849,Apartamento,6.224804401397705,-75.56082916259766,asomadera no 2
guayabal,6750000,68.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/12116-M5615288,Apartamento,6.220792770385742,-75.58302307128906,santa fe
el poblado,4500000,98.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-2-habitaciones-2-banos-2-garajes/687-M4751113,Apartamento,6.205695152282715,-75.56403350830078,la florida
belen de la mota,2450000,63.0,3,2,0,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-rincon-3-habitaciones-2-banos/12116-M5493617,Apartamento,6.210841655731201,-75.60124206542969,el rincon
el poblado,5700000,134.0,4,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-4-habitaciones-3-banos-2-garajes/687-M5116778,Apartamento,6.195940017700195,-75.57139587402344,los balsos no 2
el poblado,4300000,90.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5047234,Apartamento,6.216943264007568,-75.566650390625,castropol
laureles,18000000,270.0,5,4,0,3002751834,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-acacias-5-habitaciones-4-banos/17287-M5608861,Casa,6.23878,-75.60254,las acacias
laureles,6500000,123.0,3,4,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-3-habitaciones-4-banos-1-garajes/12116-M4843931,Apartamento,6.242410659790039,-75.58174896240234,los conquistadores
laureles,6000000,60.0,2,1,1,3052876430,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-2-habitaciones-1-banos-1-garajes/20765-M6051040,Apartamento,6.2487952657,-75.5888772011,laureles
el poblado,3950000,60.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-2-banos-1-garajes/687-M5499911,Apartamento,6.223944187164307,-75.57264709472656,simesa
laureles,3350000,76.0,2,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-2-habitaciones-2-banos-1-garajes/12116-M5040414,Apartamento,6.240993499755859,-75.60108184814453,las acacias
el poblado,3750000,92.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M5430338,Apartamento,6.218188285827637,-75.57330322265625,simesa
el poblado,4000000,60.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-2-banos-1-garajes/687-M5116893,Apartamento,6.197067737579346,-75.57808685302734,la aguacatala
el poblado,3600000,60.0,1,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-1-habitaciones-1-banos-1-garajes/687-M5598550,Apartamento,6.212459564208984,-75.5672378540039,la linde
oviedo,2600000,47.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-aguacatala-1-habitaciones-2-banos-1-garajes/687-M2743905,Apartamento,6.195302963256836,-75.57543182373047,la aguacatala
el poblado,4700000,75.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.1-2-habitaciones-2-banos-1-garajes/687-M4848894,Apartamento,6.210727691650391,-75.5605239868164,las lomas no 1
belen,3100000,82.0,4,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-4-habitaciones-2-banos-1-garajes/12116-M4899632,Apartamento,6.217579364776611,-75.60416412353516,loma de los bernal
el poblado,4850000,85.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-3-habitaciones-2-banos-1-garajes/687-M5271293,Apartamento,6.192866802215576,-75.57124328613281,el castillo
laureles,3100000,74.0,2,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-2-habitaciones-2-banos-1-garajes/12116-M5279078,Apartamento,6.241286277770996,-75.5816879272461,los conquistadores
el poblado,4700000,86.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M4801192,Apartamento,6.220721244812012,-75.56621551513672,castropol
el poblado,4200000,67.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-1-habitaciones-2-banos-1-garajes/687-M5226224,Apartamento,6.20180606842041,-75.56909942626953,alejandria
belen,3200000,75.0,2,1,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-1-banos-1-garajes/12116-M4886492,Apartamento,6.217579364776611,-75.60416412353516,loma de los bernal
san joaquin,5500000,200.0,4,2,0,3136508682,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-joaquin-4-habitaciones-2-banos/18394-M6087262,Casa,6.2484738,-75.5883002,san joaquin
poblado,4500000,67.84,3,2,1,3113081422,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-2-banos-1-garajes/17593-M6077055,Apartamento,6.1900376,-75.5793401,poblado
el poblado,4300000,62.0,2,2,1,3113548493,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-2-banos-1-garajes/17017-M6085160,Apartamento,6.20034,-75.57124,el poblado
calasanz,6000000,200.0,5,4,1,3229412639,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-calasanz-5-habitaciones-4-banos-1-garajes/12647-M5972462,Casa,6.2654358831,-75.6003935336,calasanz
patio bonito,3600000,89.0,3,2,1,3146624080,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-1-garajes/16254-M4591354,Apartamento,6.20912,-75.57626,patio bonito
altos del poblado,5500000,90.0,3,2,1,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-1-garajes/16120-M5101910,Apartamento,6.21666,-75.5566,altos del poblado
belen,3000000,70.0,3,2,1,3004128220,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-alpes-3-habitaciones-2-banos-1-garajes/18777-M6052854,Apartamento,6.22948262,-75.6085321,los alpes
altos del poblado,5500000,90.0,3,2,2,3196197739,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-3-habitaciones-2-banos-2-garajes/233-M5649747,Apartamento,0.0,0.0,
loma de los gonzalez,6000000,120.0,2,2,2,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-gonzalez-2-habitaciones-2-banos-2-garajes/16120-M5101884,Apartamento,6.1973,-75.55823,loma de los gonzalez
el poblado,4250000,95.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no2-2-habitaciones-2-banos-1-garajes/687-M5985762,Apartamento,6.185781955718994,-75.57426452636719,el diamante no2
el poblado,5950000,64.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/687-M5543710,Apartamento,6.231868267059326,-75.56780242919922,san diego
belen las playas,2350000,55.0,3,1,0,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-3-habitaciones-1-banos/12116-M5272113,Apartamento,6.216382026672363,-75.60733032226562,
el poblado,6500000,82.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-2-habitaciones-2-banos-2-garajes/687-M4860154,Apartamento,6.196805000305176,-75.57260131835938,los balsos no 2
el poblado,3900000,54.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-1-habitaciones-2-banos-1-garajes/687-M5548015,Apartamento,6.1985764503479,-75.57109069824219,alejandria
el poblado,8700000,153.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-2-garajes/687-M5282128,Apartamento,6.186973571777344,-75.56109619140625,los balsos no 1
el poblado,4400000,54.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-1-habitaciones-2-banos-1-garajes/687-M5547992,Apartamento,6.1985764503479,-75.57109069824219,alejandria
el poblado,4500000,67.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-1-garajes/687-M4893997,Apartamento,6.212953090667725,-75.5535659790039,altos del poblado
el poblado,10000000,184.0,3,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-3-garajes/687-M5772325,Apartamento,6.182542324066162,-75.57343292236328,el diamante no 2
el poblado,8300000,275.0,4,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-asomadera-no.2-4-habitaciones-4-banos-2-garajes/687-M5771404,Casa,6.217104911804199,-75.56053924560547,asomadera no 2
el poblado,6800000,53.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-1-habitaciones-2-banos-1-garajes/687-M4858551,Apartamento,6.199336051940918,-75.57052612304688,alejandria
el poblado,3150000,105.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-2-banos-2-garajes/687-M2508737,Apartamento,6.210258483886719,-75.56473541259766,la linde
belen,4300000,80.0,3,2,0,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-bernardo-3-habitaciones-2-banos/12116-M4921205,Apartamento,6.22722864151001,-75.5961685180664,san bernardo
el poblado,3500000,60.0,2,2,0,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-2-habitaciones-2-banos/687-M4891765,Apartamento,6.194524765014648,-75.56732177734375,los balsos no 2
el poblado,6500000,75.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-2-garajes/687-M4854460,Apartamento,6.199336051940918,-75.57052612304688,alejandria
belen las playas,1950000,55.0,3,1,0,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-3-habitaciones-1-banos/12116-M5272156,Apartamento,6.216382026672363,-75.60733032226562,
belen,2450000,77.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-gloria-3-habitaciones-2-banos-1-garajes/12116-M5207901,Apartamento,6.222308158874512,-75.60409545898438,la gloria
el poblado,5800000,70.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-1-habitaciones-2-banos-1-garajes/687-M5772449,Apartamento,6.2071709632873535,-75.55035400390625,altos del poblado
zuñiga,4400000,113.0,3,2,1,3218410027,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-bosques-de-zuniga-3-habitaciones-2-banos-1-garajes/20806-M6002903,Apartamento,6.18441334,-75.58194986,bosques de zuniga
el poblado,3150000,111.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-manila-3-habitaciones-2-banos-1-garajes/687-M5203579,Apartamento,6.21376371383667,-75.57194519042969,manila
poblado ciudad del rio,4600000,82.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-ciudad-del-rio-3-habitaciones-2-banos-1-garajes/687-M3081485,Apartamento,6.214477062225342,-75.57429504394531,poblado ciudad del rio
el poblado,2950000,57.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-2-banos-1-garajes/687-M5448371,Apartamento,6.196288585662842,-75.5771713256836,la aguacatala
laureles,7900000,300.0,5,3,0,3012259507,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-urbanizacion-los-colores-5-habitaciones-3-banos/20662-M5987228,Casa,6.26904729,-75.59442769,urbanizacion los colores
castropol,4200000,128.0,3,2,1,3216199641,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/3267-M5980353,Apartamento,6.21542,-75.56851,castropol
laureles,4300000,101.0,3,2,1,3174019439,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/2511-M5856693,Apartamento,6.24236518,-75.59833794,laureles
loma de los balsos,7500000,250.0,5,5,1,6042044874,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-loma-de-los-balsos-5-habitaciones-5-banos-1-garajes/16509-M6084195,Casa,6.1913448,-75.5677056,loma de los balsos
ciudad del rio,6500000,70.0,1,1,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-carlota-1-habitaciones-1-banos-1-garajes/4673-M6065370,Apartamento,6.22366252,-75.57125337,villa carlota
belen loma de los bernal,2400000,52.0,2,2,1,3022964329,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-loma-de-los-bernal-2-habitaciones-2-banos-1-garajes/18597-M6040803,Apartamento,6.21707,-75.60212,belen loma de los bernal
loma del campestre,8500000,156.0,3,5,2,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-campestre-3-habitaciones-5-banos-2-garajes/16120-M5856200,Apartamento,6.25045,-75.53604,loma del campestre
el poblado verde,3100000,68.0,2,2,1,3044897448,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no2-2-habitaciones-2-banos-1-garajes/233-M5821578,Apartamento,6.208901405334473,-75.55540466308594,las lomas no2
el poblado,10300000,150.0,3,5,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-5-banos-2-garajes/687-M4450270,Apartamento,6.2048797607421875,-75.56106567382812,el tesoro
el poblado,5950000,52.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-2-banos-1-garajes/687-M5665687,Apartamento,6.220077037811279,-75.5752944946289,simesa
belen,2900000,76.0,4,4,0,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-tenche-4-habitaciones-4-banos/12116-M5502336,Apartamento,6.231594562530518,-75.58242797851562,tenche
el poblado,8350000,154.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no1-3-habitaciones-4-banos-2-garajes/687-M5860937,Apartamento,6.209727764129639,-75.56367492675781,las lomas no1
el poblado,4300000,100.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-2-garajes/687-M4678804,Apartamento,6.2028350830078125,-75.55504608154297,el tesoro
el poblado,11500000,140.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-4-banos-2-garajes/687-M4896722,Apartamento,6.195743083953857,-75.56614685058594,los balsos no 2
el poblado,4450000,85.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-3-habitaciones-2-banos-1-garajes/687-M5053793,Apartamento,6.187644004821777,-75.56865692138672,el castillo
el poblado,2700000,130.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-1100073,Apartamento,6.189700126647949,-75.55966186523438,los balsos no 1
el poblado,5700000,85.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-1-habitaciones-2-banos-1-garajes/687-M5767561,Apartamento,6.178069114685059,-75.56542205810547,san lucas
el poblado,6600000,89.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-1-garajes/687-M4891664,Apartamento,6.220116138458252,-75.56029510498047,altos del poblado
guayabal,3000000,42.0,1,1,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-1-habitaciones-1-banos-1-garajes/12116-M4437630,Apartamento,6.222962856292725,-75.5811538696289,santa fe
laureles,1750000,45.0,1,1,0,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-1-habitaciones-1-banos/12116-M5434165,Apartamento,6.247283458709717,-75.59957122802734,lorena
buenos aires,850000,48.0,1,1,0,6044480577,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-cerros-el-vergel-1-habitaciones-1-banos/21136-M6060517,Apartamento,6.23162534,-75.54282666,los cerros el vergel
el poblado,8200000,89.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-1-garajes/687-M4891632,Apartamento,6.208888530731201,-75.54822540283203,altos del poblado
estadio,2000000,70.0,1,2,1,3042926687,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-estadio-1-habitaciones-2-banos-1-garajes/20033-M6006688,Apartamento,6.25701599,-75.59194126,estadio
el poblado,5400000,105.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-2-habitaciones-2-banos-2-garajes/687-M5726611,Apartamento,6.201703071594238,-75.56663513183594,la florida
el poblado,6800000,130.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/687-M5591258,Apartamento,6.2158894538879395,-75.56684112548828,castropol
el poblado,3750000,68.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-2-banos-1-garajes/687-M5377910,Apartamento,6.218216896057129,-75.57360076904297,simesa
el poblado,3600000,92.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-2-garajes/687-M4055692,Apartamento,6.1808037757873535,-75.5717544555664,el diamante no 2
el poblado,4400000,110.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-2-banos-1-garajes/687-M4755924,Apartamento,6.22388219833374,-75.56503295898438,asomadera no 2
el poblado,14500000,500.0,3,4,0,3159645757,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-poblado-3-habitaciones-4-banos/19797-M6051494,Casa,6.2476376,-75.5658153,el poblado
el poblado,5600000,132.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M4886269,Apartamento,6.1854448318481445,-75.56639099121094,san lucas
poblado,5500000,120.0,3,2,2,3182298987,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-2-garajes/18537-M5948712,Apartamento,6.20628921,-75.56702876,la florida
calasanz,3800000,84.0,3,2,1,3232333246,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-2-banos-1-garajes/16974-M5979064,Apartamento,6.2683137,-75.5975662,calasanz
prado medellin,15000000,438.0,5,5,0,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-prado-medellin-5-habitaciones-5-banos/4673-M4821817,Casa,6.261502,-75.56541,prado medellin
rodeo alto,2700000,75.0,3,2,1,3160105364,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rodeo-alto-3-habitaciones-2-banos-1-garajes/18597-M6040800,Apartamento,6.2054,-75.59367,rodeo alto
castilla,1100000,38.0,2,1,0,6042044718,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castilla-2-habitaciones-1-banos/18597-M6064143,Apartamento,6.2911,-75.57181,castilla
belen,2600000,72.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-3-habitaciones-2-banos-1-garajes/12116-M5350077,Apartamento,6.232447147369385,-75.58894348144531,rosales
laureles,2600000,60.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-velodromo-3-habitaciones-2-banos-1-garajes/12116-M5496389,Apartamento,6.255359649658203,-75.59541320800781,el velodromo
el poblado,4100000,64.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-1-habitaciones-2-banos-1-garajes/687-M6041984,Apartamento,6.197247505187988,-75.56945037841797,los balsos no2
el poblado,3500000,61.0,2,3,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-1-garajes/687-M4975384,Apartamento,6.219926834106445,-75.56832122802734,castropol
la america,2700000,87.0,2,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-floresta-2-habitaciones-2-banos-1-garajes/12116-M5591962,Apartamento,6.254532814025879,-75.60315704345703,la floresta
el poblado,7600000,123.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-3-banos-2-garajes/687-M4720804,Apartamento,6.216899871826172,-75.55632781982422,altos del poblado
el poblado,9300000,322.0,4,5,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-castropol-4-habitaciones-5-banos-2-garajes/687-M5266530,Casa,6.215414524078369,-75.56713104248047,castropol
el poblado,3500000,65.0,1,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-1-habitaciones-1-banos-1-garajes/687-M5438880,Apartamento,6.212459564208984,-75.5672378540039,la linde
el poblado,4150000,65.0,1,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-1-habitaciones-1-banos-1-garajes/687-M5365125,Apartamento,6.188781261444092,-75.57971954345703,santa maria de los angeles
el poblado,3600000,100.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-lucas-2-habitaciones-2-banos-1-garajes/687-1379852,Apartamento,6.1829400062561035,-75.56877899169922,san lucas
el poblado,4700000,140.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-1-garajes/687-M4751926,Apartamento,6.206615924835205,-75.56380462646484,la florida
el poblado,4200000,84.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-2-banos-1-garajes/687-M5364852,Apartamento,6.195137023925781,-75.5708999633789,los balsos no 2
belen,2800000,72.0,2,2,0,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-granada-2-habitaciones-2-banos/12116-M4792563,Apartamento,6.230261325836182,-75.59368896484375,granada
buenos aires,1350000,55.0,2,1,0,6044480577,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-caicedo-2-habitaciones-1-banos/21136-M6059864,Apartamento,6.24102393,-75.55093794,caicedo
el poblado,2950000,47.0,1,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-1-banos-1-garajes/687-M4721056,Apartamento,6.196604251861572,-75.57518005371094,la aguacatala
el poblado,7200000,100.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no1-2-habitaciones-3-banos-2-garajes/687-M6041670,Apartamento,6.210826396942139,-75.56100463867188,las lomas no1
el poblado,3700000,67.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-1-garajes/687-M5988809,Apartamento,6.214538097381592,-75.55482482910156,altos del poblado
el tesoro,7028428,120.0,2,3,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-3-banos-1-garajes/4673-M6065383,Apartamento,6.19751801,-75.5573453,los naranjos
la candelaria,2100000,85.0,4,2,0,4444033,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-candelaria-4-habitaciones-2-banos/5076-M6085339,Apartamento,6.279,-75.62636,la candelaria
lalinde,5600000,95.0,2,3,0,6044440048,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lalinde-2-habitaciones-3-banos/2214-M4980827,Apartamento,6.212935,-75.567698,lalinde
belen malibu,4000000,150.0,3,2,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-malibu-3-habitaciones-2-banos-1-garajes/4673-M5645001,Casa,6.23733,-75.589309,belen malibu
poblado,6200000,115.0,1,0,0,3045632233,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-1-habitaciones/17136-M6031840,Apartamento,0.0,0.0,na
san lucas poblado,11500000,170.0,3,5,2,6042059719,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-poblado-3-habitaciones-5-banos-2-garajes/12536-M6082831,Casa,6.1799446,-75.5640593,san lucas poblado
robledo,1300000,55.0,3,1,0,6042044718,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-robledo-3-habitaciones-1-banos/18597-M6040824,Apartamento,6.28186,-75.59902,robledo
robledo,1600000,42.0,2,1,1,3022964329,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-robledo-2-habitaciones-1-banos-1-garajes/18597-M6041519,Apartamento,6.28014,-75.59953,robledo
altos del poblado,6500000,136.0,3,3,1,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-3-banos-1-garajes/16120-M5280705,Apartamento,6.2005,-75.5731,altos del poblado
